Schema	Table	InsertDateField	UpdateDateField	ReferenceTable	ReferenceKey	ReferenceInsertDate	ReferenceUpdateDate	MasterORTransaction	PMC	FiscalYear
MULDMS	AM_DEALER_LOC	CREATED_DATE	MODIFIED_DATE					Master	No	'1997-04-01' AND '1998-03-31'
MULDMS	GM_MOD	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1997-04-01' AND '1998-03-31'
MULDMS	GM_VAR	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1997-04-01' AND '1998-03-31'
MULDMS	GM_MODEL_VAR_MAP	CREATED_DATE	MODIFIED_DATE					Master	No	'1997-04-01' AND '1998-03-31'
MULDMS	GM_VAR_ECLR	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1997-04-01' AND '1998-03-31'
MULDMS	GM_STATE	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1997-04-01' AND '1998-03-31'
MULDMS	GM_TEHSIL	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1997-04-01' AND '1998-03-31'
MULDMS	GM_VILLAGE	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1997-04-01' AND '1998-03-31'
MULDMS	AM_LIST	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1996-04-01' AND '1997-03-31'
MULDMS	AM_LIST_RANGE	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1996-04-01' AND '1997-03-31'
MULDMS	AM_DEALER_LOC	CREATED_DATE	MODIFIED_DATE					Master	No	'1996-04-01' AND '1997-03-31'
MULDMS	GM_MOD	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1996-04-01' AND '1997-03-31'
MULDMS	GM_VAR	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1996-04-01' AND '1997-03-31'
MULDMS	GM_MODEL_VAR_MAP	CREATED_DATE	MODIFIED_DATE					Master	No	'1996-04-01' AND '1997-03-31'
MULDMS	GM_VAR_ECLR	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1996-04-01' AND '1997-03-31'
MULDMS	GM_STATE	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1996-04-01' AND '1997-03-31'
MULDMS	GM_TEHSIL	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1996-04-01' AND '1997-03-31'
MULDMS	GM_VILLAGE	CREATED_DATE	MODIFIED_DATE					Master	Yes	'1996-04-01' AND '1997-03-31'
